,комнаты,площадь,жилая площадь,площадь кухни,этаж,этажей в доме,год постройки,экология_1,экология_2,экология_3,социальные_1,социальные_2,социальные_3,здравоохранение_1,здравоохранение_2,магазины_1,магазины_2,цена,здравоохранение_1_y,здравоохранение_2_y,магазины_1_y,магазины_2_y,цена_y
9304,3.0,117.2378008381557,62.36149018153029,17.0,2,15.0,2008,0.035145267,B,B,42,9292,3,2620.0,0,3,B,302416.005669301,2620.0,0.0,3.0,B,302416.005669301
9305,1.0,42.143803102989146,,1.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,132437.77228597607,,,,,
9306,2.0,61.91464012366704,33.169950833762485,12.0,11,17.0,2016,0.007122317,B,B,1,264,0,,0,1,B,134462.56680852216,,,,,
9307,5.0,198.9301820524769,123.13986316942274,10.0,1,2.0,2011,0.014072961,B,B,2,475,0,,0,0,B,345665.20909956447,,0.0,0.0,B,345665.20909956447
9308,1.0,43.14517943489759,42.59273115130112,9.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,115663.95850689716,,,,,
9309,1.0,35.40047987363417,37.33375262557347,1.0,4,17.0,1977,0.034656082,B,B,0,168,0,,0,0,B,69485.84525572698,,,,,
9310,1.0,40.352006577108654,22.72689163181432,8.0,16,16.0,1982,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,184324.92178984944,,,,,
9311,2.0,54.27267913922815,31.20058100597365,8.0,6,14.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,170904.98495813218,,,,,
9312,1.0,35.507727635850905,21.798685458689583,6.0,3,9.0,1968,0.210473241,B,B,11,2398,2,1994.0,3,0,B,175652.67601761158,,,,,
9313,2.0,42.35769618461183,46.52014868164095,5.0,7,9.0,1970,0.313924552,B,B,22,4625,11,3855.0,2,10,B,216373.20629186605,3855.0,2.0,10.0,B,216373.20629186605
9314,2.0,66.13119249512549,,1.0,4,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,183251.3758863476,,,,,
9315,3.0,80.60472614424675,,1.0,5,19.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B,346391.31085820554,229.0,1.0,3.0,B,346391.31085820554
9316,1.0,45.581394916554615,,1.0,20,18.0,2015,0.007122317,B,B,1,264,0,,0,1,B,128369.72070050873,,,,,
9317,3.0,82.96489169373889,44.34550113431565,1.0,12,17.0,2017,0.017647053,B,B,2,469,0,,0,0,B,227286.3351172268,,0.0,0.0,B,227286.3351172268
9318,1.0,42.49860157680446,,1.0,10,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,159142.18279392418,,,,,
9319,2.0,65.21958354568197,65.98051708142687,10.0,4,25.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,358656.7725417144,1046.0,3.0,23.0,B,358656.7725417144
9320,3.0,73.83346311676652,44.05377330854044,9.0,7,15.0,2010,0.161531741,B,B,25,5648,1,30.0,2,4,B,268170.85082156444,30.0,2.0,4.0,B,268170.85082156444
9321,1.0,43.60133006953904,40.78980636476457,0.0,17,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B,149871.1840349065,,,,,
9322,2.0,56.85975425872582,34.81657162461565,9.0,13,12.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B,185203.26749262543,,,,,
9323,3.0,92.6792683924604,96.55914063643743,1.0,8,21.0,1977,0.111627393,B,B,50,12238,8,1970.0,2,3,B,479328.4420489689,1970.0,2.0,3.0,B,479328.4420489689
9324,3.0,74.28012136497053,45.996509535568826,10.0,11,16.0,1982,0.049637257,B,B,34,7759,0,229.0,1,3,B,403670.66681559134,229.0,1.0,3.0,B,403670.66681559134
9325,2.0,59.63593786573583,61.199454778156046,1.0,21,25.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B,178680.76934744458,,,,,
9326,1.0,37.18353889029819,22.657521694537056,7.0,6,12.0,2007,0.158249043,B,B,21,5731,0,,1,0,B,148990.96480860395,,,,,
9327,2.0,42.198129046419794,27.845144889451323,6.0,8,12.0,1968,0.040242764,B,B,25,3478,11,2729.0,3,1,B,194093.44474286927,,,,,
9328,1.0,32.17438856019914,20.147569087467648,6.0,10,12.0,1980,0.090799103,B,B,74,19083,2,,5,15,B,137707.22228374713,,,,,
9329,2.0,46.77229992122816,32.36141881554814,6.0,3,9.0,1980,0.090799103,B,B,74,19083,2,,5,15,B,174392.01569771275,,,,,
9330,3.0,74.40998925616147,45.94607485573528,10.0,4,17.0,1987,0.041365446,B,B,31,5569,0,,1,4,B,327747.1526250925,,1.0,4.0,B,327747.1526250925
9331,2.0,61.547027611994935,4.660609692879299,1.0,9,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B,173732.1387467272,,,,,
9332,4.0,63.14741387540085,46.7779635239433,6.0,6,9.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B,250971.66390366468,2300.0,1.0,7.0,B,250971.66390366468
9333,3.0,80.00674808650253,83.79306247248576,0.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,235519.7164798345,,0.0,1.0,B,235519.7164798345
9334,1.0,53.66310844655041,,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,178606.39957564612,,,,,
9335,2.0,39.57078838675145,22.93901067781146,6.0,5,12.0,1969,0.232205084,B,B,24,4860,1,80.0,0,3,B,205976.5751957805,,,,,
9336,3.0,76.69868199047949,55.47752598369939,8.0,6,5.0,1960,0.006076152,B,B,30,5285,0,645.0,6,6,B,316951.4114809438,645.0,6.0,6.0,B,316951.4114809438
9337,3.0,68.9866023939646,43.95655111825212,8.0,7,12.0,1981,0.035145267,B,B,42,9292,3,2620.0,0,3,B,339905.0199803408,2620.0,0.0,3.0,B,339905.0199803408
9338,3.0,76.1334930884106,,0.0,16,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,218266.0600835828,540.0,0.0,0.0,B,218266.0600835828
9339,1.0,43.93852083239559,17.694385350237493,8.0,8,12.0,2006,0.158249043,B,B,21,5731,0,,1,0,B,166120.04326790813,,,,,
9340,2.0,58.41150702336094,36.04252704829789,9.0,14,17.0,2005,0.246031548,B,A,22,3151,4,2715.0,3,3,B,273656.8862062877,2715.0,3.0,3.0,B,273656.8862062877
9341,2.0,52.51276938120719,30.13345428675951,8.0,16,17.0,1988,0.246031548,B,A,22,3151,4,2715.0,3,3,B,314948.1993795105,2715.0,3.0,3.0,B,314948.1993795105
9342,2.0,53.52836526110993,34.687705363215855,7.0,8,9.0,1975,0.309479124,B,B,35,7715,4,990.0,0,6,B,250741.880610475,990.0,0.0,6.0,B,250741.880610475
9343,1.0,36.350100827253605,23.20109799797665,7.0,3,16.0,1978,0.282797669,B,B,33,8667,2,,0,6,B,182091.3083816285,,,,,
9344,2.0,52.08588110077225,32.0635390859434,8.0,3,17.0,1989,0.0,B,B,30,5562,0,,0,5,A,224017.1038087231,,0.0,5.0,A,224017.1038087231
9345,1.0,33.10192214882577,13.147334370808313,5.0,4,9.0,1970,0.0,B,B,47,11319,0,1145.0,3,5,B,172925.54069366583,,,,,
9346,2.0,60.34641815980844,35.812831832030454,11.0,13,16.0,2003,0.041116354,B,B,53,14892,4,,1,4,B,254992.7541899943,,1.0,4.0,B,254992.7541899943
9347,1.0,38.978421977802896,23.908490936822844,9.0,12,16.0,1977,0.521867054,B,B,25,6149,0,,0,0,B,141139.73323952552,,,,,
9348,2.0,43.35256873832796,28.921705816035708,5.0,2,5.0,1966,0.042031587,B,B,37,6856,84,1940.0,2,5,B,217398.2501271405,1940.0,2.0,5.0,B,217398.2501271405
9349,1.0,17.046187516471182,20.036232334036164,8.0,7,12.0,1982,0.300322518,B,B,52,10311,6,,1,9,B,74222.11046534611,,,,,
9350,3.0,58.8847208961881,43.19574304102167,5.0,9,9.0,1988,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B,295253.3094791021,4129.0,0.0,3.0,B,295253.3094791021
9351,2.0,80.82155930514347,43.05664913486015,10.0,5,22.0,2016,0.188783766,B,B,31,6137,4,,0,1,B,211946.9835241965,,,,,
9352,2.0,74.22945980446299,,0.0,9,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,207331.55668092312,,,,,
9353,3.0,76.66300884515498,48.37375464487639,10.0,9,16.0,1980,0.101872465,B,B,23,4583,3,,3,3,B,349768.67563429463,,3.0,3.0,B,349768.67563429463
9354,1.0,34.25374902203055,24.12377575132149,6.0,8,8.0,1983,0.133215333,B,B,49,11395,3,1406.0,3,4,A,162666.8749823317,,,,,
9355,3.0,83.34906187909324,52.675998884296426,10.0,12,17.0,2009,0.197367951,B,B,8,2423,1,32.0,0,1,B,378955.09254976537,32.0,0.0,1.0,B,378955.09254976537
9356,3.0,78.64986154906079,46.385710281431805,10.0,7,17.0,1986,0.0,B,B,23,5067,4,,2,6,B,467175.1178299959,,2.0,6.0,B,467175.1178299959
9357,3.0,48.65248169050729,,0.0,26,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,178621.89102954927,,,,,
9358,3.0,73.04641054403822,,1.0,4,17.0,1977,0.211401214,B,B,9,1892,0,,0,1,B,157086.15702312338,,,,,
9359,1.0,51.56161077386354,47.609065548896176,1.0,6,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B,147107.94248506427,,,,,
9360,2.0,52.95702270181764,30.840593065480377,9.0,13,12.0,1979,0.133215333,B,B,49,11395,3,1406.0,3,4,A,206874.91636315023,,,,,
9361,1.0,38.91671641137731,20.63719776681868,8.0,5,17.0,1998,0.019508796,B,B,37,7687,11,176.0,5,5,B,231972.74347477392,176.0,5.0,5.0,B,231972.74347477392
9362,3.0,68.8860803579418,49.86453261244476,7.0,2,16.0,1980,0.019508796,B,B,37,7687,11,176.0,5,5,B,302977.1979377916,176.0,5.0,5.0,B,302977.1979377916
9363,2.0,54.831160090347474,55.028624799616445,0.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,180819.7677020108,,,,,
9364,1.0,36.323375122092656,22.33051231929737,6.0,10,9.0,1982,0.041124634,B,B,46,9515,5,,1,10,B,178698.3390731409,,,,,
9365,3.0,80.93212416498206,50.13104439687518,9.0,10,8.0,1960,0.210473241,B,B,11,2398,2,1994.0,3,0,B,403979.0598937014,1994.0,3.0,0.0,B,403979.0598937014
9366,2.0,54.17858993864839,,1.0,11,1.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,155127.60242332306,,,,,
9367,1.0,33.481414369667576,19.37911726889315,6.0,10,9.0,1975,0.371148999,B,B,34,7065,1,750.0,2,5,B,137341.5995198932,,,,,
9368,1.0,37.98575172539788,20.1420987039332,9.0,8,16.0,1974,0.521867054,B,B,25,6149,0,,0,0,B,137656.12292446892,,,,,
9369,1.0,40.76442244592606,,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,167850.62055786973,,,,,
9370,1.0,33.89055193237391,20.57852052435534,5.0,3,5.0,1965,0.161975568,B,A,31,7010,5,4508.0,3,7,B,175111.80764755895,,,,,
9371,2.0,47.3059194242069,31.813407743352684,6.0,14,12.0,1975,0.521867054,B,B,25,6149,0,,0,0,B,163363.91910340884,,,,,
9372,2.0,58.55380927130469,,0.0,7,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,177511.31482684962,,,,,
9373,1.0,38.78743628387637,,1.0,3,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,137137.59378312962,,,,,
9374,2.0,54.80623516372315,,1.0,18,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,153615.69818816212,,,,,
9375,2.0,54.85768931262064,,1.0,3,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B,105200.64409013125,,,,,
9376,3.0,62.54163180091847,41.68157732599445,5.0,4,5.0,1967,0.200146802,B,B,23,3975,8,770.0,2,0,B,287940.7218876661,770.0,2.0,0.0,B,287940.7218876661
9377,1.0,44.06836775148612,21.62239133380201,9.0,6,17.0,2010,0.243204519,B,B,5,1564,0,540.0,0,0,B,166555.89815454266,,,,,
9378,3.0,103.7058183951604,99.68477622208844,0.0,18,17.0,2017,0.019508796,B,B,37,7687,11,176.0,5,5,B,482763.1617447957,176.0,5.0,5.0,B,482763.1617447957
9379,1.0,46.86822678046732,,0.0,9,0.0,1977,0.341071945,B,B,27,5664,48,2300.0,3,11,B,183431.4101605173,,,,,
9380,2.0,38.79410868578661,26.688804041778887,6.0,6,12.0,1970,0.195781053,B,B,23,5212,6,,3,2,B,210048.31879458675,,,,,
9381,1.0,40.18969662081842,,1.0,14,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,126347.13905545814,,,,,
9382,1.0,58.48423618146365,22.2013231130654,19.0,6,6.0,2015,0.07542368,B,B,11,3097,0,,0,0,B,171399.1398671679,,,,,
9383,2.0,39.961719517220686,27.780296353303115,6.0,7,12.0,1970,0.225824954,A,B,41,6558,7,1548.0,3,2,B,190153.60802704009,,,,,
9384,1.0,43.25371224648058,,1.0,10,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A,126705.678878673,,,,,
9385,3.0,77.31053180954798,47.87616666756335,10.0,9,17.0,1993,0.21843974,B,B,21,4472,6,1450.0,4,7,A,395086.4292271565,1450.0,4.0,7.0,A,395086.4292271565
9386,2.0,45.14055187974101,27.619791558843943,5.0,5,5.0,1965,0.111627393,B,B,50,12238,8,1970.0,2,3,B,179029.09549932886,,,,,
9387,3.0,63.04444051929875,45.8773026582567,5.0,11,9.0,1966,0.050755569,B,B,24,5469,1,145.0,0,1,B,227828.0112908359,145.0,0.0,1.0,B,227828.0112908359
9388,1.0,42.552885634424136,,1.0,15,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,142654.4458964326,,,,,
9389,2.0,36.61844215229681,23.314568434467805,6.0,4,9.0,1974,0.040242764,B,B,25,3478,11,2729.0,3,1,B,162788.0792533599,,,,,
9390,1.0,36.18640496474367,21.90968977903569,6.0,9,9.0,1975,0.313924552,B,B,22,4625,11,3855.0,2,10,B,189775.31967673163,,,,,
9391,3.0,82.13695295970624,,1.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,214324.13185536183,540.0,0.0,0.0,B,214324.13185536183
9392,2.0,47.03343309100566,29.296514122933093,5.0,1,5.0,1970,0.038692987,B,B,28,6533,1,1015.0,2,5,B,178429.67526016632,,,,,
9393,2.0,63.588976165617936,,1.0,7,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,173654.58642624205,,,,,
9394,2.0,37.546278398389774,25.33890049500573,1.0,3,9.0,1977,0.319809354,B,B,25,4756,16,2857.0,5,8,B,193355.99689636423,,,,,
9395,2.0,43.771829534570266,33.24216720327902,5.0,3,9.0,1968,0.118537385,B,B,30,6207,1,1183.0,1,0,B,203425.39606435492,,,,,
9396,1.0,39.47166557305147,,1.0,3,1.0,1977,0.034656082,B,B,0,168,0,,0,0,B,76335.07814949713,,,,,
9397,2.0,53.26277769384714,32.7863534022697,8.0,12,12.0,1982,0.130617806,B,B,39,10418,9,900.0,1,9,B,257350.6561586324,900.0,1.0,9.0,B,257350.6561586324
9398,2.0,51.821089337978535,36.14541896229071,6.0,3,8.0,1965,0.313924552,B,B,22,4625,11,3855.0,2,10,B,197957.13724276004,,,,,
9399,2.0,67.34792139098259,,1.0,18,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,196120.4075605886,,,,,
9400,3.0,77.21421801317787,56.67843363460064,12.0,6,24.0,2020,0.049637257,B,B,34,7759,0,229.0,1,3,B,338025.692847864,229.0,1.0,3.0,B,338025.692847864
9401,1.0,45.68296708864671,43.20260889627978,1.0,5,4.0,2015,0.011654127,B,B,4,915,0,,0,0,B,128834.49015290018,,,,,
9402,1.0,44.47164834685317,25.711705462138443,8.0,7,12.0,1983,0.090799103,B,B,74,19083,2,,5,15,B,166076.5522422024,,,,,
9403,1.0,46.64518875001588,,0.0,9,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,135166.22791166414,,,,,
9404,1.0,47.33889340444092,,1.0,13,18.0,1977,0.072157581,B,B,2,629,1,,0,0,A,118030.694309466,,,,,
9405,2.0,55.29303658197626,35.761899886232094,8.0,3,5.0,1960,0.118537385,B,B,30,6207,1,1183.0,1,0,B,231185.1064056696,1183.0,1.0,0.0,B,231185.1064056696
9406,3.0,62.791833221501314,47.65617476593624,6.0,1,9.0,1969,0.194489265,B,B,47,8004,3,125.0,3,5,B,209570.8260858332,,,,,
9407,3.0,79.33850664788937,,0.0,7,0.0,1977,0.011654127,B,B,4,915,0,,0,0,B,173394.19245999018,,,,,
9408,3.0,64.62668133092603,46.92929385293792,9.0,7,12.0,1967,0.0,B,B,36,6714,2,2672.0,0,2,B,295961.32541631995,2672.0,0.0,2.0,B,295961.32541631995
9409,1.0,43.67385661730256,21.383075931992597,12.0,4,13.0,1977,0.21843974,B,B,21,4472,6,1450.0,4,7,A,228886.0283038341,1450.0,4.0,7.0,A,228886.0283038341
9410,1.0,47.17718354022401,,1.0,5,4.0,1977,0.07542368,B,B,11,3097,0,,0,0,B,109264.47414521917,,,,,
9411,2.0,79.03373589836718,40.069064368780346,10.0,15,18.0,1987,0.0,B,B,25,5027,4,46.0,1,1,B,493265.91174141073,46.0,1.0,1.0,B,493265.91174141073
9412,2.0,47.27010836812519,29.05215372841549,5.0,4,5.0,1964,0.086885265,B,B,10,2277,2,1547.0,0,0,B,186002.20864278584,,,,,
9413,2.0,49.22899354906989,32.80637890278027,5.0,7,4.0,1965,0.049637257,B,B,34,7759,0,229.0,1,3,B,210821.2749393644,,,,,
9414,3.0,70.32274587783583,45.465960120077256,10.0,8,12.0,1976,0.319809354,B,B,25,4756,16,2857.0,5,8,B,308098.1899765265,2857.0,5.0,8.0,B,308098.1899765265
9415,5.0,95.61753300887104,62.377051781918446,7.0,7,7.0,1940,0.015016892,B,B,17,3079,59,2890.0,0,8,B,479525.1473231546,2890.0,0.0,8.0,B,479525.1473231546
9416,3.0,81.22859519548642,47.58759999938432,10.0,14,17.0,1977,0.069753361,B,B,53,13670,4,,1,11,B,370409.39382209006,,1.0,11.0,B,370409.39382209006
9417,1.0,31.56574531908704,,0.0,14,17.0,1977,0.236108458,B,B,16,3893,27,,3,10,B,166039.87643237456,,,,,
9418,2.0,47.57574742522244,33.66334404909713,6.0,9,9.0,1969,0.265088676,B,B,37,5288,0,1937.0,3,2,B,187526.6732832553,,,,,
9419,2.0,46.88687519081815,30.086353381464114,5.0,5,5.0,1964,0.040242764,B,B,25,3478,11,2729.0,3,1,B,199638.9230083869,,,,,
9420,2.0,45.47958672765236,29.127101471569357,5.0,5,9.0,1968,0.333891544,B,B,30,6564,1,,0,0,B,225782.8194870157,,0.0,0.0,B,225782.8194870157
9421,2.0,46.634220632085885,28.20118787116119,6.0,8,9.0,1978,0.300322518,B,B,52,10311,6,,1,9,B,230395.35101681307,,1.0,9.0,B,230395.35101681307
9422,3.0,78.66060694247523,50.16195862060758,10.0,15,17.0,2004,0.000991363,B,B,33,6783,3,,1,9,B,493458.1717095448,,1.0,9.0,B,493458.1717095448
9423,1.0,38.86678664260568,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,103781.33055404648,,,,,
9424,2.0,48.82345717459147,32.46144296470069,6.0,11,9.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B,239331.05059575383,350.0,3.0,11.0,B,239331.05059575383
9425,2.0,55.892716215451095,32.25876452243268,9.0,4,17.0,2011,0.161531741,B,B,25,5648,1,30.0,2,4,B,206198.281666216,,,,,
9426,1.0,37.667723999729205,24.098726054856357,6.0,6,9.0,1974,0.133215333,B,B,49,11395,3,1406.0,3,4,A,170134.98942149733,,,,,
9427,1.0,44.71601458383523,,1.0,7,18.0,2017,0.161531741,B,B,25,5648,1,30.0,2,4,B,122496.9471607992,,,,,
9428,1.0,40.91000015260453,43.108335498791455,1.0,10,25.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B,130549.37803461136,,,,,
9429,3.0,79.59800795249319,,0.0,3,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,193566.3257123069,,,,,
9430,3.0,73.17745452281225,47.56881029448771,8.0,3,5.0,1979,0.014072961,B,B,2,475,0,,0,0,B,155760.41968882288,,,,,
9431,3.0,55.64295088572258,36.22741157696093,6.0,6,9.0,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B,235582.06374232424,2300.0,1.0,7.0,B,235582.06374232424
9432,2.0,54.26284922398391,52.19230378053981,1.0,4,2.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,74355.56431561772,,,,,
9433,3.0,83.12287687600181,81.5853719823824,10.0,22,22.0,2017,0.069753361,B,B,53,13670,4,,1,11,B,325473.4620905085,,1.0,11.0,B,325473.4620905085
9434,3.0,102.4452310888044,104.35933064062807,1.0,4,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,215703.4474978248,,0.0,2.0,B,215703.4474978248
9435,2.0,46.00020052811933,30.68058097290285,5.0,4,5.0,1963,0.319809354,B,B,25,4756,16,2857.0,5,8,B,190773.10600064468,,,,,
9436,3.0,79.9691039491232,57.26751948375493,12.0,17,17.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B,364306.8841008812,229.0,1.0,3.0,B,364306.8841008812
9437,2.0,60.82080573824594,,1.0,7,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,185338.85119574168,,,,,
9438,3.0,60.80667325892329,45.16649086276214,5.0,9,9.0,1974,0.0001696759999999,B,B,36,5992,0,,1,1,B,232700.3943537277,,1.0,1.0,B,232700.3943537277
9439,2.0,47.254619696654366,33.8596546777822,5.0,3,5.0,1963,0.0,B,B,18,3374,5,620.0,1,2,B,232368.71851452556,620.0,1.0,2.0,B,232368.71851452556
9440,2.0,58.60339825341524,,1.0,7,22.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B,297336.5522180379,229.0,1.0,3.0,B,297336.5522180379
9441,2.0,58.10203737710474,56.26536756390578,8.0,7,8.0,1960,0.236108458,B,B,16,3893,27,,3,10,B,302332.3547878733,,3.0,10.0,B,302332.3547878733
9442,2.0,55.73518565882759,31.140214516658176,9.0,18,17.0,2005,0.007658515,B,B,35,7077,56,2301.0,3,19,B,353868.1802694309,2301.0,3.0,19.0,B,353868.1802694309
9443,2.0,46.13999479240712,30.752397543198363,6.0,2,5.0,1962,0.006076152,B,B,30,5285,0,645.0,6,6,B,201222.82464480613,,,,,
9444,3.0,80.48880669053341,77.98773332466946,0.0,5,19.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B,307321.73994394817,229.0,1.0,3.0,B,307321.73994394817
9445,1.0,43.85767714239472,20.10510333816215,11.0,5,17.0,2005,0.041124634,B,B,46,9515,5,,1,10,B,239865.6894086316,,1.0,10.0,B,239865.6894086316
9446,2.0,58.07326065320977,31.83977063689007,10.0,21,22.0,1982,0.019508796,B,B,37,7687,11,176.0,5,5,B,328320.5495741383,176.0,5.0,5.0,B,328320.5495741383
9447,1.0,28.311352817789484,29.882743395328887,9.0,4,12.0,2017,0.034656082,B,B,0,168,0,,0,0,B,73170.97253860606,,,,,
9448,2.0,42.55929427774082,28.62067086394132,6.0,4,5.0,1963,0.460556389,B,B,20,4386,14,,1,5,B,224947.6554971745,,1.0,5.0,B,224947.6554971745
9449,2.0,53.07840402332315,30.05504816653448,9.0,3,17.0,2002,0.1363303,B,B,30,6141,10,262.0,3,6,B,377934.0056289271,262.0,3.0,6.0,B,377934.0056289271
9450,1.0,43.556278298988936,20.358879287949787,8.0,7,14.0,1994,0.232205084,B,B,24,4860,1,80.0,0,3,B,183723.76266499388,,,,,
9451,2.0,37.466149883400185,22.189794521271835,7.0,1,9.0,1970,0.319809354,B,B,25,4756,16,2857.0,5,8,B,149787.10433075693,,,,,
9452,2.0,59.26320348589108,30.65085142960447,8.0,6,24.0,2007,0.100455735,B,B,43,7227,0,,1,6,A,243328.50599299063,,1.0,6.0,A,243328.50599299063
9453,3.0,88.90481781310478,,1.0,10,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B,289053.95875579986,,0.0,1.0,B,289053.95875579986
9454,1.0,40.37262129184163,22.58244865358429,7.0,15,17.0,2005,0.127375905,B,B,43,8429,3,,3,9,B,171483.8554170241,,,,,
9455,1.0,34.60909715350691,22.70565264482016,5.0,3,9.0,1967,0.195781053,B,B,23,5212,6,,3,2,B,191914.2216294521,,,,,
9456,1.0,38.01922837258723,19.105208927643822,7.0,15,17.0,2005,0.092290642,B,B,21,4346,2,165.0,1,2,B,194327.4936822885,,,,,
9457,1.0,40.31812894221348,20.503844918219787,9.0,16,16.0,1982,0.100455735,B,B,43,7227,0,,1,6,A,157002.04917876632,,,,,
9458,1.0,41.76807176805581,,1.0,17,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,139635.08262448345,,,,,
9459,1.0,43.68056561459872,,0.0,9,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,137111.3481224868,,,,,
9460,2.0,52.09698172712714,31.232627252129294,8.0,12,12.0,1971,0.034331497,B,B,25,5487,3,,0,4,B,192355.2040396628,,,,,
9461,2.0,42.17678220950818,28.085689937853196,5.0,2,5.0,1965,0.265088676,B,B,37,5288,0,1937.0,3,2,B,176344.82040566398,,,,,
9462,1.0,48.23274096357289,3.2887788789518875,1.0,15,17.0,2017,0.019508796,B,B,37,7687,11,176.0,5,5,B,207086.63730729296,,,,,
9463,2.0,45.39584324880931,29.94348341202864,5.0,7,5.0,1963,0.069660344,B,B,31,6119,4,,1,2,B,174962.63967931925,,,,,
9464,2.0,47.5023155744584,30.587659665936165,6.0,7,12.0,1973,0.042307271,B,B,17,2810,9,4849.0,3,6,B,293082.509921774,4849.0,3.0,6.0,B,293082.509921774
9465,2.0,41.773175578284,25.406111018257874,5.0,5,5.0,1960,0.118537385,B,B,30,6207,1,1183.0,1,0,B,162286.22228710394,,,,,
9466,1.0,38.9552431754004,19.152230655809053,10.0,5,20.0,1999,0.0,B,B,23,5067,4,,2,6,B,214352.80445679015,,2.0,6.0,B,214352.80445679015
9467,2.0,50.2163899981843,30.768205617286625,6.0,10,9.0,1972,0.069660344,B,B,31,6119,4,,1,2,B,212336.1267270996,,,,,
9468,4.0,68.13622605635176,49.825873761567145,6.0,3,9.0,1979,0.090799103,B,B,74,19083,2,,5,15,B,227687.3357529673,,5.0,15.0,B,227687.3357529673
9469,2.0,47.00961051697733,27.55761193692172,5.0,11,9.0,1971,0.012338886,B,B,35,5776,1,2078.0,2,4,B,188197.9593480905,,,,,
9470,2.0,38.299961480498034,26.034385553485823,7.0,11,9.0,1962,0.174739084,B,B,17,3379,9,100.0,0,3,B,222008.6898574243,100.0,0.0,3.0,B,222008.6898574243
9471,1.0,40.57555211967331,,1.0,3,17.0,2016,0.43788524,B,B,23,5735,3,1084.0,0,5,B,120833.42121211356,,,,,
9472,1.0,30.190297488063845,28.1806806413837,10.0,8,17.0,2013,0.034656082,B,B,0,168,0,,0,0,B,102069.27074022224,,,,,
9473,2.0,59.78316220300008,33.35681783392876,11.0,13,14.0,2003,0.0,B,B,47,11319,0,1145.0,3,5,B,341297.3172038725,1145.0,3.0,5.0,B,341297.3172038725
9474,3.0,64.07745224080281,45.61530104269306,6.0,2,12.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,128619.02812510885,,,,,
9475,2.0,44.1621816899161,32.269498564614324,5.0,5,9.0,1965,0.089039719,B,B,33,7976,5,,0,11,B,196300.01084121183,,,,,
9476,1.0,41.81107537828505,,1.0,21,22.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,137808.57154057536,,,,,
9477,1.0,38.07768488276081,22.185915308509244,9.0,7,12.0,1992,0.07542368,B,B,11,3097,0,,0,0,B,122350.37713389534,,,,,
